SEC Region,Organization CRD#,Additional CRD Number,Total number of additional CRD numbers,SEC#,Firm Type,CIK#,Total number of CIK numbers,Primary Business Name,Legal Name,Main Office Street Address 1,Main Office Street Address 2,Main Office City,Main Office State,Main Office Country,Main Office Postal Code,Main Office Private Residence Flag,Main Office Telephone Number,Main Office Facsimile Number,"Total number of offices, other than your Principal Office and place of business",Mail Office Street Address 1,Mail Office Street Address 2,Mail Office City,Mail Office State,Mail Office Country,Mail Office Postal Code,Mail Office Private Residence Flag,Chief Compliance Officer Name,Chief Compliance Officer Other Titles,Chief Compliance Officer Telephone,Chief Compliance Officer Facsimile,Chief Compliance Officer Street Address 1,Chief Compliance Officer Street Address 2,Chief Compliance Officer City,Chief Compliance Officer State,Chief Compliance Officer Country,Chief Compliance Officer Postal Code,Chief Compliance Officer E-mail,Name of the other person compensating CCO,EIN of the Other person compensating CCO,SEC Current Status,SEC Status Effective Date,Jurisdiction Notice Filed-Effective Date,Latest ADV Filing Date,Form Version,1I,Website Address,Total Number of Website Addresses,Location of Books and Records Street Address 1,Location of Books and Records Street Address 2,Location of Books and Records City,Location of Books and Records State,Location of Books and Records Country,Location of Books and Records Postal Code,Total Number of Books and Records Locations,1M,1N,1O,"1O - If yes, approx. amount of assets",1P,2B(1),2B(2),2B(3),3A,3A-Other,3B,3C-State,3C-Country,6A(1),6A(2),6A(3),6A(4),6A(5),6A(6),6A(7),6A(8),6A(9),6A(10),6A(11),6A(12),6A(13),6A(14),6A(14)-Other,6B(1),6B(2),6B(3),7A(1),7A(2),7A(3),7A(4),7A(5),7A(6),7A(7),7A(8),7A(9),7A(10),7A(11),7A(12),7A(13),7A(14),7A(15),7A(16),Count of IA Affiliates,Count of IA/BD Affiliates,Count of BD Affiliates,Control/Controlled by Related Person,Under Common Control,Share Supervised Persons,Share Location,7B,Count of Private Funds - 7B(1),Any PFs a Master,Any Hedge Funds,Total number of Hedge funds,Any Liquidity Funds,Total number of Liquidity funds,Any PE Funds,Total number of PE funds,Any Real Estate Funds,Total number of Real Estate funds,Any Securitized Funds,Total number of Securitized funds,Any VC Funds,Total number of VC funds,Any Other Funds,Total number of Other funds,Total Gross Assets of Private Funds,Count of Private Funds - 7B(2),10A,Count of Control person Public Reporting Company,11,11A(1),Count of 11A(1) disclosures,11A(2),Count of 11A(2) disclosures,11B(1),Count of 11B(1) disclosures,11B(2),Count of 11B(2) disclosures,11C(1),Count of 11C(1) disclosures,11C(2),Count of 11C(2) disclosures,11C(3),Count of 11C(3) disclosures,11C(4),Count of 11C(4) disclosures,11C(5),Count of 11C(5) disclosures,11D(1),Count of 11D(1) disclosures,11D(2),Count of 11D(2) disclosures,11D(3),Count of 11D(3) disclosures,11D(4),Count of 11D(4) disclosures,11D(5),Count of 11D(5) disclosures,11E(1),Count of 11E(1) disclosures,11E(2),Count of 11E(2) disclosures,11E(3),Count of 11E(3) disclosures,11E(4),Count of 11E(4) disclosures,11F,Count of 11F disclosures,11G,Count of 11G disclosures,11H(1)(a),Count of 11H(1)(a) disclosures,11H(1)(b),Count of 11H(1)(b) disclosures,11H(1)(c),Count of 11H(1)(c) disclosures,11H(2),Count of 11H(2) disclosures,12A,12B(1),12B(2),12C(1),12C(2)
NYRO,319399,,,802-124835,ERA,,,VIEWPOINT VENTURES,VIEWPOINT VENTURES MANAGEMENT LLC,"900 BROADWAY, SUITE 905",,NEW YORK,NY,United States,10003,N,833-787-6468,,0,,,,,,,,RYAN FRISBIE,INVESTMENT PARTNER,212-381-4481,,"900 BROADWAY, SUITE 905",,NEW YORK,NY,United States,10003,RYAN@VIEWPOINT.VC,,,ERA - Active,3/30/2022,,3/26/2025,21-Oct,Y,https://viewpoint.vc/,2,2420 17TH STREET,SUITE 240,DENVER,CO,United States,80202,1,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,1,N,N,,N,,N,,N,,N,,Y,1,N,,"171,562,511.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
NYRO,328555,,,802-129201,ERA,,,YLR MANAGEMENT LLC,YLR MANAGEMENT LLC,3 COLUMBUS CIRCLE,15TH FLOOR,NEW YORK,NY,United States,10019,N,646-584-5806,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,11/13/2023,,4/9/2025,21-Oct,N,,0,1 TRANS AM DRIVE,SUITE 400,OAKBROOK TERRACE,IL,United States,60181,1,N,N,N,,2549003QM0OVGIXMB096,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,1,N,Y,1,N,,N,,N,,N,,N,,N,,"42,576,195.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
SFRO,289165,,,802-111076,ERA,1949229,1,KUOS INVESTMENT II LLC,KUOS INVESTMENT II LLC,"555 HAMILTON AVENUE, STE 100",,PALO ALTO,CA,United States,94301,N,(669)649-1080,,0,,,,,,,,WEI GUO,,(669)649-1080,,"555 HAMILTON AVENUE, STE 100",,PALO ALTO,CA,United States,94301,MICHELLESHAO@SHAOLAWOFFICES.COM,,,ERA - Active,8/1/2017,,4/17/2025,21-Oct,Y,http://www.uphonestcapital.com,1,,,,,,,0,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,CA,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,Y,Y,Y,Y,7,N,N,,N,,N,,N,,N,,Y,7,N,,"213,550,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,324020,,,802-129073,ERA,,,FORT ROSS VENTURES,FORT ROSS VENTURES ISRAEL LTD,11-27 AMOS OZ,,HERZLIYA,,Israel,4651641,N,972 54-464-0684,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,10/17/2023,,3/30/2025,21-Oct,Y,https://twitter.com/FortRoss_VC,4,25 SPYROU ARAOUZOU,"BERENGARIA 25, 5TH FLOOR",LIMASSOL,,Cyprus,3036,1,N,N,N,,,Y,N,N,Corporation,,DECEMBER,,Israel,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4,0,0,Y,N,Y,Y,Y,0,N,N,,N,,N,,N,,N,,N,,N,,0,5,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,316487,,,802-122615,ERA,,,ALL SEAS CAPITAL,ALL SEAS CAPITAL PARTNERS LTD,NOVA NORTH,11 BRESSENDEN PLACE,LONDON,,United Kingdom,SW1E 5BY,N,+44 20 7770 8100,,0,THE SHARD LEVEL 14,32 LONDON BRIDGE STREET,LONDON,,United Kingdom,SE1 9SG,N,THOMAS LACK,CHIEF OPERATING OFFICER & CHIEF FINANCE OFFICER,4.47976E+11,,ALL SEAS CAPITAL,11 BRESSENDEN PLACE,LONDON,,United Kingdom,SW1E 5BY,LACK@ALLSEASCAPITAL.COM,,,ERA - Active,10/4/2021,,2/7/2025,21-Oct,Y,https://www.linkedin.com/company/all-seas-capital,2,"THE NEWS BUILDING, LEVEL 6",3 LONDON BRIDGE STREET,LONDON,,United Kingdom,SE1 9SG,1,Y,N,N,,,N,Y,N,Corporation,,DECEMBER,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,N,Y,2,N,N,,N,,Y,2,N,,N,,N,,N,,"563,373,908.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,297626,,,802-113903,ERA,,,TEAM8,TEAM8 LABS LTD.,TOTZERET HAARETZ 7,,TEL-AVIV,,Israel,6789104,N,+972 73 331 8066,,0,488 MADISON AVE,,NEW YORK,NY,United States,10022,N,,,,,,,,,,,,,,ERA - Active,7/27/2018,,3/25/2025,21-Oct,Y,https://www.linkedin.com/company/team8group/,4,,,,,,,0,N,N,N,,,Y,N,N,Other (specify),ISRAELI COMPANY,DECEMBER,,Israel,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,15,0,0,Y,N,Y,Y,Y,15,N,N,,N,,N,,N,,N,,Y,15,N,,"782,983,596.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
LARO,335625,,,802-132458,ERA,,,"HCAP PARTNERS, LLC","HCAP PARTNERS, LLC",4250 EXECUTIVE SQUARE,SUITE 500,LA JOLLA,CA,United States,92037,N,858-259-7654,858-452-2003,1,,,,,,,,PETER ANDERSEN,VICE PRESIDENT OF FINANCE,858-886-8647,858-452-2003,4250 EXECUTIVE SQUARE,SUITE 500,LA JOLLA,CA,United States,92037,PETER@HCAP.COM,,,ERA - Active,3/19/2025,,3/19/2025,21-Oct,Y,http://www.hcapllc.com,1,,,,,,,0,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,2,N,N,,N,,N,,N,,N,,N,,Y,2,"334,080,459.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
NYRO,322087,,,802-127519,ERA,,,TREASURY FUND MANAGEMENT LLC,TREASURY FUND MANAGEMENT LLC,99 HUDSON STREET,10TH FLOOR,NEW YORK,NY,United States,10013,N,516-603-9394,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,2/22/2023,,3/31/2025,21-Oct,Y,https://www.linkedin.com/company/thetreasury/,2,333 BUSH STREET,"FL 23, STE. 2300",SAN FRANCISCO,CA,United States,94104,1,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,2,N,N,,N,,N,,N,,N,,Y,2,N,,"82,419,664.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
NYRO,298029,,,802-114455,ERA,,,ACP VENTURE CAPITAL MANAGEMENT FUND LLC,ACP VENTURE CAPITAL MANAGEMENT FUND LLC,205 OSER AVENUE,SUITE A,HAUPPAUGE,NY,United States,11788,N,631-316-8132,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,11/16/2018,,3/28/2025,21-Oct,N,,0,,,,,,,0,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,1,0,1,Y,N,Y,N,Y,12,N,Y,12,N,,N,,N,,N,,N,,N,,"106,368,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,Y,1,N,0,Y,1,Y,1,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
NYRO,160515,,,802-74576,ERA,,,RATIONALWAVE ASSOCIATES CORP.,RATIONALWAVE ASSOCIATES CORP.,108 ARDSLEY ROAD,,SCARSDALE,NY,United States,10583-3629,N,914-584-5400,,0,,,,,,,,MARK N. ROSENBLATT,"PRESIDENT, CHIEF INVESTMENT OFFICER, SECRETARY",914-584-5400,,108 ARDSLEY ROAD,,SCARSDALE,NY,United States,10583-3629,MR@RATIONALWAVE.COM,,,ERA - Active,3/12/2012,,4/3/2025,21-Oct,Y,http://www.rationalwave.vc,1,3000 DAVENPORT AVENUE,SUITE 200,CANTON,MA,United States,02021,1,N,N,N,,,N,Y,N,Corporation,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,N,N,N,N,Y,1,N,Y,1,N,,N,,N,,N,,N,,N,,"38,083,759.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,321232,,,802-125837,ERA,,,GOLDEN PINE ASSET MANAGEMENT LIMITED,GOLDEN PINE ASSET MANAGEMENT LIMITED,"SUITE 3910, 39/F, JARDINE HOUSE","1 CONNAUGHT PLACE, CENTRAL",HONG KONG,,Hong Kong,,N,+852 3589 5611,,0,,,,,,,,HO FUNG TANG,CHIEF OPERATING OFFICER,+852 3589 5611,,"SUITE 3910, 39/F, JARDINE HOUSE","1 CONNAUGHT PLACE, CENTRAL",HONG KONG,,Hong Kong,,ANDREW.TANG@GOLDENPINEINV.COM,,,ERA - Active,5/9/2022,,3/25/2025,21-Oct,Y,https://www.goldenpineinv.com/,1,"PO BOX 1093, BOUNDARY HALL, CRICKET SQUARE","GRAND CAYMAN KY1-1102, CAYMAN ISLANDS",GRAND CAYMAN,,Cayman Islands,,1,Y,N,N,,2549002T2O01YNVY0M88,N,Y,N,Other (specify),HONG KONG LIMITED COMPANY,DECEMBER,,Hong Kong,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,2,Y,Y,2,N,,N,,N,,N,,N,,N,,"874,173,967.00",2,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,287923,,,802-110452,ERA,,,EM-ES FUND MANAGEMENT LTD.,EM-ES FUND MANAGEMENT LTD.,SEA MEADOW HOUSE,BLACKBURN HIGHWAY,"ROAD TOWN, TORTOLA",,British Virgin Islands,VG 1110,N,12844943399,1.28445E+11,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,4/13/2017,,3/19/2025,21-Oct,Y,https://www.emesfunds.com/,1,,,,,,,0,Y,N,N,,,N,Y,N,Corporation,,DECEMBER,,British Virgin Islands,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,2,0,0,Y,N,Y,Y,Y,5,Y,Y,5,N,,N,,N,,N,,N,,N,,"508,967,160.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
NYRO,289087,,,802-110962,ERA,,,"WORK-BENCH MANAGEMENT, LLC","WORK-BENCH MANAGEMENT, LLC",915 BROADWAY,SUITE 1200,NEW YORK,NY,United States,10010,N,(732) 807-5083,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,6/30/2017,,3/31/2025,21-Oct,Y,HTTPS://WWW.WORK-BENCH.COM,5,,,,,,,0,N,N,N,,,Y,N,Y,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,11,N,N,,N,,N,,N,,N,,Y,11,N,,"564,474,273.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
FWRO,308938,,,802-118979,ERA,,,"RIVERWALK CAPITAL III, LLC","RIVERWALK CAPITAL III, LLC",110 EAST HOUSTON STREET,3RD FLOOR,SAN ANTONIO,TX,United States,78205,N,210-865-3782,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,5/27/2020,,5/8/2025,21-Oct,Y,https://geekdomfund.com/,2,,,,,,,0,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,TX,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,1,0,0,Y,N,Y,Y,Y,1,N,N,,N,,N,,N,,N,,Y,1,N,,"31,138,416.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,283689,,,802-107766,ERA,,,IK INVESTMENT PARTNERS AIFM,IK INVESTMENT PARTNERS AIFM,11-13-15 AVENUE EMILE REUTER,,LUXEMBOURG,,Luxembourg,2420,N,+352 271 72600,,2,,,,,,,,,,,,,,,,,,,,,ERA - Active,4/25/2016,,3/19/2025,21-Oct,Y,HTTPS://WWW.IKPARTNERS.COM,1,,,,,,,0,Y,N,N,,2221005JNLYXCP7B7U41,N,Y,N,Corporation,,DECEMBER,,Luxembourg,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,0,Y,N,N,N,Y,0,N,N,,N,,N,,N,,N,,N,,N,,0,10,N,1,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,160900,,,802-74930,ERA,,,GROWTH CAPITAL PARTNERS,GROWTH CAPITAL PARTNERS LLP,38 JERMYN STREET,SUITE 1A,LONDON,,United Kingdom,SW1Y 6DN,N,44 207 024 9800,44 207 691 7878,0,,,,,,,,JOHN MARSH,,+44 20 7024 9800,+44 20 7691 7878,38 JERMYN STREET,SUITE 1A,LONDON,,United Kingdom,SW1Y 6DN,JOHN.MARSH@GROWTHCAPITAL.CO.UK,,,ERA - Active,3/27/2012,,6/24/2025,21-Oct,Y,HTTPS://WWW.GROWTHCAPITAL.CO.UK,3,,,,,,,0,Y,N,N,,,N,Y,N,Limited Liability Partnership,,MARCH,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,6,N,N,,N,,Y,6,N,,N,,N,,N,,"546,517,152.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
CHRO,162652,,,802-127437,ERA,,,"MILL CITY CAPITAL, L.P.","MILL CITY CAPITAL, L.P.",227 COLFAX AVE N,,MINNEAPOLIS,MN,United States,55405,N,612-238-9500,,0,1161 WAYZATA BLVD E,#407,WAYZATA,MN,United States,55391,N,,,,,,,,,,,,,,ERA - Active,2/7/2023,,5/5/2025,21-Oct,Y,HTTP://WWW.MILLCITYCAPITAL.COM,1,220 CAMBIE STREET,2ND FLOOR,VANCOUVER,,Canada,V6B 2M9,1,N,N,N,,,N,Y,N,Limited Partnership,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,Y,Y,Y,Y,3,N,N,,N,,Y,3,N,,N,,N,,N,,"78,460,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,315256,,,802-121779,ERA,,,Y2 CAPITAL PARTNERS LIMITED,Y2 CAPITAL PARTNERS LIMITED,"UNIT 4320-21, 43/F","CHAMPION TOWER, THREE GARDEN ROAD, CENTRAL",HONG KONG,,Hong Kong,,N,+852 2158 9287,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,6/17/2021,,6/2/2025,21-Oct,Y,https://www.y2cap.com,1,"89 NEXUS WAY, 2ND FLOOR, CAMANA BAY","PO BOX 31106, GRAND CAYMAN KY1-1205",GRAND CAYMAN,,Cayman Islands,,2,Y,N,N,,213800GUWWA1HB4SEZ34,N,Y,N,Other (specify),HONG KONG LIMITED COMPANY,DECEMBER,,Hong Kong,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,1,Y,Y,1,N,,N,,N,,N,,N,,N,,"201,677,390.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
DRO,159746,,,802-74850,ERA,,,"SIGNAL PEAK VENTURES, LLC","SIGNAL PEAK VENTURES, LLC",95 S STATE STREET,SUITE 1400,SALT LAKE CITY,UT,United States,84111,N,801-942-8999,801-942-1636,0,,,,,,,,TRAVIS HEATH,CHIEF FINANCIAL OFFICER,801 942 8999,801 942 1636,95 S STATE STREET,SUITE 1400,SALT LAKE CITY,UT,United States,84111,TRAVIS@SPV.COM,,,ERA - Active,3/23/2012,,3/31/2025,21-Oct,Y,HTTP://WWW.SPV.COM,1,,,,,,,0,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,25,N,N,,N,,N,,N,,N,,Y,25,N,,"817,832,343.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,314513,,,802-121303,ERA,1872766,1,FIFTHDELTA LIMITED,FIFTHDELTA LIMITED,1ST FLOOR,15 SACKVILLE STREET,LONDON,,United Kingdom,W1S 3DJ,N,4.4204E+11,,0,,,,,,,,NATASHA NEWBOLD,,4.4204E+11,,1ST FLOOR,15 SACKVILLE STREET,LONDON,,United Kingdom,W1S 3DJ,NATASHA@FIFTHDELTA.COM,,,ERA - Active,4/26/2021,,3/28/2025,21-Oct,Y,https://www.linkedin.com/company/fifthdelta/about/,2,C/O MORGAN STANLEY FUND SERVICES (IRELAND) LIMITED,"THE OBSERVATORY, 7-11 SIR JOHN ROGERSON'S QUAY",DUBLIN,,Ireland,DUBLIN 2,4,Y,N,N,,213800WJOKU5HSEOIQ31,N,Y,N,Corporation,,DECEMBER,,United Kingdom,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,1,Y,Y,1,N,,N,,N,,N,,N,,N,,"645,443,948.00",2,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,324735,,,802-127651,ERA,,,PROCURITAS VII ADVISORY AB,PROCURITAS VII ADVISORY AB,JAKOBSBERGSGATAN 2,,STOCKHOLM,,Sweden,111 44,N,46850614300,46 8 506 143 44,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,3/14/2023,,3/24/2025,21-Oct,Y,HTTPS://WWW.LINKEDIN.COM/COMPANY/PROCURITAS-AB,2,VASAGATAN 36,,STOCKHOLM,,Sweden,SE111 20,1,Y,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,,Sweden,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4,0,0,Y,N,Y,Y,Y,1,N,N,,N,,Y,1,N,,N,,N,,N,,"215,896,324.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
NYRO,324979,,,802-127338,ERA,,,"UTA INVESTCORP INVESTMENT MANAGEMENT, LLC","UTA INVESTCORP INVESTMENT MANAGEMENT, LLC",280 PARK AVENUE,36TH FLOOR,NEW YORK,NY,United States,10017,N,212-599-4700,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,1/13/2023,,4/1/2025,21-Oct,N,,0,,,,,,,0,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,21,3,8,Y,N,Y,Y,Y,1,N,N,,N,,N,,N,,N,,Y,1,N,,"22,800,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
SFRO,171174,,,802-120740,ERA,,,A.CAPITAL VENTURES,"A CAPITAL MANAGEMENT, LLC",100 PINE STREET,SUITE 3300,SAN FRANCISCO,CA,United States,94111,N,415-937-0697,,0,,,,,,,,ZACHARY MILLER,COO,415-937-0697,,100 PINE STREET,SUITE 3300,SAN FRANCISCO,CA,United States,94111,ZACH@ACAPITAL.COM,,,ERA - Active,3/9/2021,,3/12/2025,21-Oct,Y,HTTP://ACAPITAL.COM/,1,,,,,,,0,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,8,N,N,,N,,N,,N,,N,,Y,8,N,,"2,015,575,121.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
